SN,Region,District,School_Name,Location,Gender,Residency,Email,Category,Is_STEM,latitude,longitude,youth_literacy_count,mpi_score
238,CENTRAL,ASSIN NORTH MUNICIPAL,ASSIN NORTH SENIOR HIGH/TECH SCHOOL,ASSIN ASEMPANEYE,MIXED,DAY/BOARDING,assinnorthshst@ges.gov.gh,C,No,5.9926294,0.8187733,15266.0,0.1
239,CENTRAL,ASSIN NORTH MUNICIPAL,ASSIN STATE COLLEGE,ASSIN BEREKU,MIXED,DAY/BOARDING,assinstateshs@ges.gov.gh,C,No,5.5868893,-0.2074099,15266.0,0.1
240,CENTRAL,ASSIN NORTH MUNICIPAL,GYAASE COMMUNITY SENIOR HIGH SCHOOL,ASSIN- AKONFUDI,MIXED,DAY,gyaasecommunityshs@ges.gov.gh,C,No,7.993766,-0.326021,15266.0,0.1
241,CENTRAL,ASSIN NORTH MUNICIPAL,OBIRI YEBOAH SENIOR HIGH/TECHNICAL SCHOOL,ASSIN FOSU,MIXED,DAY/BOARDING,obiriyeboahshst@ges.gov.gh,C,No,6.6556435,-1.1071968,24018.014925373136,0.0970149253731342
242,CENTRAL,ASSIN SOUTH,ASSIN NSUTA SENIOR HIGH SCHOOL,ASSIN NSUTA,MIXED,DAY/BOARDING,assinnsutaagricshs@ges.gov.gh,C,No,5.594027,-0.2007183,19995.0,0.1
243,CENTRAL,ASSIN SOUTH,ASSIN MANSO SENIOR HIGH SCHOOL,ASSIN MANSO,MIXED,DAY/BOARDING,assinmansoshs@ges.gov.gh,C,No,7.142572,-1.6406402,19995.0,0.1
244,CENTRAL,ASSIN SOUTH,ADANKWAMAN SENIOR HIGH SCHOOL,ASSIN DARMANG,MIXED,DAY/BOARDING,adankwamanshs@ges.gov.gh,C,No,5.8771706,0.3662603,19995.0,0.1
245,CENTRAL,ASSIN SOUTH,NYANKUMASE AHENKRO SENIOR HIGH SCHOOL,NYANKUMASE AHENKRO,MIXED,DAY/BOARDING,nyankumaseahenkroshs@ges.gov.gh,C,No,5.4234565,-0.9611574,19995.0,0.1
246,CENTRAL,AWUTU SENYA,BONTRASE SENIOR HIGH TECH. SCHOOL,JEI KRODUA,MIXED,DAY,bontraseshst@ges.gov.gh,C,No,5.3379361,-1.9707293,25603.746153846158,0.0884615384615384
247,CENTRAL,AWUTU/SENYA,AWUTU BAWJIASE COMM SENIOR HIGH SCHOOL,BAWJIASE,MIXED,DAY,awutubawjiasecommshs@ges.gov.gh,C,No,7.993766,-0.326021,24018.014925373136,0.0970149253731342
248,CENTRAL,AWUTU/SENYA,OBRACHIRE SENIOR HIGH/TECH SCHOOL,OBRAKYERE,MIXED,DAY/BOARDING,obrachireshst@ges.gov.gh,C,No,7.2316721,-2.1751937,16093.787878787878,0.203030303030303
249,CENTRAL,AWUTU/SENYA,ODUPONG COMM. DAY SCHOOL,ODUPONG- KASOA,MIXED,DAY,odupongcommshs@ges.gov.gh,C,No,,,24018.014925373136,0.0970149253731342
250,CENTRAL,AWUTU/SENYA,AWUTU WINTON SENIOR HIGH SCHOOL,AWUTU,MIXED,DAY,awutuwintonshs@ges.gov.gh,C,No,5.9926294,0.8187733,24018.014925373136,0.0970149253731342
251,CENTRAL,AWUTU/SENYA,SENYA SENIOR HIGH SCHOOL,SENYA,MIXED,DAY/BOARDING,senyashs@ges.gov.gh,C,No,5.9668857,-0.9929572,24018.014925373136,0.0970149253731342
252,CENTRAL,CAPE COAST,CAPE COAST TECH. INST.,CAPE COAST,MIXED,DAY/BOARDING,capecoasttechinst@ges.gov.gh,C,No,5.1289343,-1.2788751,24018.014925373136,0.0970149253731342
253,CENTRAL,CAPE COAST METRO,EFFUTU SENIOR HIGH/TECH SCHOOL,CAPE COAST,MIXED,DAY/BOARDING,effutushst@ges.gov.gh,C,No,6.6903393,-1.5480316,24018.014925373136,0.0970149253731342
254,CENTRAL,CAPE COAST METRO,"ACADEMY OF CHRIST THE KING, CAPE COAST",CAPE COAST,MIXED,DAY,academyofchristthekingshs@ges.gov.gh,C,No,5.1445001,-1.2676726,24018.014925373136,0.0970149253731342
255,CENTRAL,CAPE COAST METRO,"WESLEY GIRLS SENIOR HIGH SCHOOL, CAPE COAST",CAPE COAST,FEMALE,DAY/BOARDING,wesleygirlscapecoastshs@ges.gov.gh,A,No,5.15213,-1.2052919,24018.014925373136,0.0970149253731342
256,CENTRAL,CAPE COAST METRO,GHANA NATIONAL COLLEGE,CAPE COAST,MIXED,DAY/BOARDING,ghananationalshs@ges.gov.gh,C,No,5.5849901,-0.1989827,24018.014925373136,0.0970149253731342
257,CENTRAL,CAPE COAST METRO,UNIVERSITY PRACTICE SENIOR HIGH SCHOOL,CAPE COAST,MIXED,DAY/BOARDING,universitypracticeshs@ges.gov.gh,C,No,5.1246544,-1.286098,24018.014925373136,0.0970149253731342
258,CENTRAL,CAPE COAST METRO,"HOLY CHILD SCHOOL, CAPE COAST",CAPE COAST,FEMALE,DAY/BOARDING,holychildsch@ges.gov.gh,C,No,5.15213,-1.2052919,24018.014925373136,0.0970149253731342
259,CENTRAL,CAPE COAST METRO,ADISADEL COLLEGE,CAPE COAST,MALE,DAY/BOARDING,adisadelshs@ges.gov.gh,A,No,5.6584618,-0.1687698,24018.014925373136,0.0970149253731342
260,CENTRAL,CAPE COAST METRO,OGUAA SENIOR HIGH/TECH SCHOOL,CAPE COAST,MIXED,DAY/BOARDING,oguaashst@ges.gov.gh,C,No,10.0272463,-0.9731496,24018.014925373136,0.0970149253731342
261,CENTRAL,CAPE COAST METRO,MFANTSIPIM SCHOOL,CAPE COAST,MALE,DAY/BOARDING,mfantsipimshs@ges.gov.gh,A,No,5.5322364,-0.2346458,24018.014925373136,0.0970149253731342
262,CENTRAL,CAPE COAST METRO,"ST. AUGUSTINE'S COLLEGE, CAPE COAST",CAPE COAST,MALE,DAY/BOARDING,st.augustinesshs@ges.gov.gh,C,No,5.1036984,-1.2634903,24018.014925373136,0.0970149253731342
263,CENTRAL,EFFUTU MUNICIPAL,WINNEBA SENIOR HIGH SCHOOL,WINNEBA,MIXED,DAY/BOARDING,winnebashs@ges.gov.gh,C,No,10.6593164,-1.268658,24018.014925373136,0.0970149253731342
264,CENTRAL,EKUMFI,EKUMFI T. I. AHMADIIYYA SENIOR HIGH SCHOOL,ESAKYIR,MIXED,DAY/BOARDING,ekumfittiahmadiyyashs@ges.gov.gh,C,No,9.4064815,-0.8770518,10121.0,0.1
265,CENTRAL,EKUMFI,J.E.A. MILLS SENIOR HIGH SCHOOL,OTUAM,MIXED,DAY,jeamillsshs@ges.gov.gh,C,No,9.4226781,-0.8620235,10121.0,0.1
266,CENTRAL,EKUMFI CENTRAL,AKYIN SENIOR HIGH SCHOOL,MBROBOTO,MIXED,DAY,akyinshs@ges.gov.gh,C,No,5.5950893,-0.277005,10121.0,0.1
267,CENTRAL,GOMOA CENTRAL,OGYEEDOM COMM SENIOR HIGH/TECH SCHOOL,GOMOA AFRANSI,MIXED,DAY,ogyeedomcommshst@ges.gov.gh,C,No,6.6556435,-1.1071968,14933.0,0.1
268,CENTRAL,GOMOA EAST,ST. GREGORY CATHOLIC SENIOR HIGH SCHOOL,BUDUBURAM,MIXED,DAY,stgregorycatholicshs@ges.gov.gh,C,No,6.399399,-0.138144,53839.0,0.1
269,CENTRAL,GOMOA EAST,GOMOA GYAMAN SENIOR HIGH SCHOOL,GOMOA GYAMAN,MIXED,DAY,gomoagyamanshs@ges.gov.gh,C,No,5.5009936,-0.7618399,14933.0,0.1
270,CENTRAL,GOMOA EAST,POTSIN T.I. AHM. SENIOR HIGH SCHOOL,POTSIN,MIXED,DAY/BOARDING,potsintiahmadiyyashs@ges.gov.gh,C,No,9.4273607,-0.8767444,53839.0,0.1
271,CENTRAL,GOMOA EAST,FETTEHMAN SENIOR HIGH SCHOOL,GOMOA FETTEH,MIXED,DAY,fettehmanshs@ges.gov.gh,C,No,9.4226781,-0.8620235,53839.0,0.1
272,CENTRAL,GOMOA WEST,"COLLEGE OF MUSIC SENIOR HIGH SCHOOL, MOZANO",MOZANO,MIXED,DAY/BOARDING,collegeofmusicshs@ges.gov.gh,C,No,5.503827,-0.8541164,23495.0,0.1
273,CENTRAL,GOMOA WEST,MOZANO SENIOR HIGH SCHOOL,MOZANO,MIXED,DAY/BOARDING,mozanoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,23495.0,0.1
274,CENTRAL,GOMOA WEST,GOMOA SENIOR HIGH/TECH SCHOOL,DAWURAMPON,MIXED,DAY/BOARDING,gomoashst@ges.gov.gh,C,No,6.6556435,-1.1071968,23495.0,0.1
275,CENTRAL,GOMOA WEST,APAM SENIOR HIGH SCHOOL,APAM,MIXED,DAY/BOARDING,apamshs@ges.gov.gh,C,No,5.8771706,0.3662603,24018.014925373136,0.0970149253731342
276,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,EGUAFO-ABREM SENIOR HIGH SCHOOL,EGUAFO ABIREM,MIXED,DAY/BOARDING,eguafoabremshs@ges.gov.gh,C,No,9.4273607,-0.8767444,24018.014925373136,0.09701492537313428
277,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,EDINAMAN SENIOR HIGH SCHOOL,ELMINA,MIXED,DAY/BOARDING,edinamanshs@ges.gov.gh,C,No,7.142572,-1.6406402,15320.0,0.2
278,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,KOMENDA SENIOR HIGH/TECH SCHOOL,KOMENDA,MIXED,DAY/BOARDING,komendashst@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765
279,CENTRAL,MFANTSIMAN MUNICIPAL,ABEADZE STATE COLLEGE,ABEADZE DOMEABRA,MIXED,DAY/BOARDING,abeadzestateshs@ges.gov.gh,C,No,5.3552264,-1.0872201,24018.014925373136,0.0970149253731342
280,CENTRAL,MFANTSIMAN MUNICIPAL,MANKESSIM SENIOR HIGH/TECH SCHOOL,MANKESIM,MIXED,DAY/BOARDING,mankessimshst@ges.gov.gh,C,No,5.5950893,-0.277005,24018.014925373136,0.0970149253731342
281,CENTRAL,MFANTSIMAN MUNICIPAL,MFANTSIMAN GIRLS SENIOR HIGH SCHOOL,SALTPOND,FEMALE,DAY/BOARDING,mfantsimangirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,24018.014925373136,0.0970149253731342
282,CENTRAL,MFANTSIMAN MUNICIPAL,"METHODIST HIGH SCHOOL,SALTPOND",SALTPOND,MIXED,DAY/BOARDING,methodisthighsaltpondshs@ges.gov.gh,C,No,4.9046484,-1.7908342,24018.014925373136,0.0970149253731342
283,CENTRAL,MFANTSIMAN MUNICIPAL,KWEGYIR AGGREY SENIOR HIGH SCHOOL,ANOMABO,MIXED,DAY/BOARDING,kwegyiraggreyshs@ges.gov.gh,C,No,10.6593164,-1.268658,24018.014925373136,0.0970149253731342
284,CENTRAL,TWIFO ATI-MORKWA,TWIFO PRASO SENIOR HIGH SCHOOL,TWIFO PRASO,MIXED,DAY/BOARDING,twifoprasoshs@ges.gov.gh,C,No,10.6593164,-1.268658,24018.014925373136,0.09701492537313428
285,CENTRAL,TWIFO HEMANG LOWER DENKYIRA,TWIFO HEMANG SENIOR HIGH/TECH SCHOOL,HEMAN,MIXED,DAY/BOARDING,twifohemangshst@ges.gov.gh,C,No,10.0272463,-0.9731496,25603.746153846158,0.0884615384615384
286,CENTRAL,TWIFO HEMANG LOWER DENKYIRA,JUKWA SENIOR HIGH SCHOOL,JUKWA,MIXED,DAY/BOARDING,jukwashs@ges.gov.gh,C,No,5.4234565,-0.9611574,14933.0,0.1
287,CENTRAL,TWIFU ATTI-MOKWAA,MOKWAA SENIOR HIGH SCHOOL,NAMOO,MIXED,DAY,mokwaashs@ges.gov.gh,C,No,10.6593164,-1.268658,10774.823529411764,0.2058823529411765
288,CENTRAL,UPPER DENKYIRA EAST MUNICIPAL,DUNKWA SENIOR HIGH/TECH SCHOOL,DUNKWA-ON- OFFIN,MIXED,DAY/BOARDING,dunkwaseshst@ges.gov.gh,C,No,10.0272463,-0.9731496,24018.014925373136,0.0970149253731342
289,CENTRAL,UPPER DENKYIRA EAST MUNICIPAL,BOA-AMPONSEM SENIOR HIGH SCHOOL,DUNKWA-ON- OFFIN,MIXED,DAY/BOARDING,boa-amponsemshs@ges.gov.gh,C,No,6.8901817,-1.2489599,24018.014925373136,0.0970149253731342
290,CENTRAL,UPPER DENKYIRA WEST,DIASO SENIOR HIGH SCHOOL,DIASO,MIXED,DAY/BOARDING,diasoshs@ges.gov.gh,C,No,5.594027,-0.2007183,15850.0,0.1
291,CENTRAL,UPPER DENKYIRA WEST,AYANFURI SENIOR HIGH SCHOOL,AYANFURI,MIXED,DAY,ayanfurishs@ges.gov.gh,C,No,5.8771706,0.3662603,15850.0,0.1
292,EASTERN,AFRAM PLAINS (KWAHU NORTH),DONKORKROM AGRIC SENIOR HIGH SCHOOL,DONKORKROM,MIXED,DAY/BOARDING,donkorkromagricshs@ges.gov.gh,C,No,10.9014082,-0.9013563,9021.0,0.2
293,EASTERN,AFRAM PLAINS (KWAHU NORTH),MEM-CHEMFRE COMM. SENIOR HIGH SCHOOL,MEM-CHEMFRE,MIXED,DAY,memchemfrecommshs@ges.gov.gh,C,No,7.2316721,-2.1751937,9021.0,0.2
294,EASTERN,AFRAM PLAINS (KWAHU SOUTH),MAAME KROBO COMM. SENIOR HIGH SCHOOL,MAAME KROBO,MIXED,DAY,maamekrobocommshs@ges.gov.gh,C,No,5.4234565,-0.9611574,10182.0,0.2
295,EASTERN,AFRAM PLAINS (KWAHU SOUTH),ST. FIDELIS SENIOR HIGH/TECH SCHOOL,TEASE,MIXED,DAY/BOARDING,stfidelisshst@ges.gov.gh,C,No,6.9331173,-0.2549323,10182.0,0.2
296,EASTERN,AKUAPEM NORTH,J.G. KNOL VOC. TECH. INST.,ADUKROM AKW.,MIXED,DAY/BOARDING,jgknoltechvocinst@ges.gov.gh,C,No,6.0270069,-0.0810198,10774.823529411764,0.2058823529411765
297,EASTERN,AKWAPIM NORTH,NIFA SENIOR HIGH SCHOOL,ADUKROM,MIXED,DAY/BOARDING,nifashs@ges.gov.gh,C,No,9.4273607,-0.8767444,10090.0,0.1
298,EASTERN,AKWAPIM NORTH,"PRESBY SENIOR HIGH/TECH SCHOOL, ADUKROM",ADUKROM,MIXED,DAY/BOARDING,presbyadukromshst@ges.gov.gh,C,No,6.3325025,-0.4784514,10090.0,0.1
299,EASTERN,AKWAPIM NORTH,H'MOUNT SINAI SENIOR HIGH SCHOOL,AKROPONG,MIXED,DAY/BOARDING,hmountsinaishs@ges.gov.gh,C,No,7.3366184,-2.304839,24192.0,0.1
300,EASTERN,AKWAPIM NORTH,OKUAPEMAN SENIOR HIGH SCHOOL,AKROPONG,MIXED,DAY/BOARDING,okuapemanshs@ges.gov.gh,C,No,5.5950893,-0.277005,11893.777777777776,0.1111111111111111
301,EASTERN,AKWAPIM NORTH,MANGOASE SENIOR HIGH SCHOOL,MANGOASE,MIXED,DAY/BOARDING,mangoaseshs@ges.gov.gh,C,No,5.594027,-0.2007183,24192.0,0.1
302,EASTERN,AKWAPIM NORTH,BENKUM SENIOR HIGH SCHOOL,LARTEH- AKWAPIM,MIXED,DAY/BOARDING,benkumshs@ges.gov.gh,C,No,5.5950893,-0.277005,24192.0,0.1
303,EASTERN,AKWAPIM NORTH,"METHODIST GIRLS SENIOR HIGH SCHOOL, MAMFE",MAMFE,FEMALE,DAY/BOARDING,methodistgirlsmamfeshs@ges.gov.gh,C,No,4.9046484,-1.7908342,24192.0,0.1
304,EASTERN,AKWAPIM NORTH,"PRESBY SENIOR HIGH/TECH SCHOOL, LARTEH",LARTEH- KUBEASE,MIXED,DAY/BOARDING,presbylartehshs@ges.gov.gh,C,No,6.6556435,-1.1071968,24192.0,0.1
305,EASTERN,AKWAPIM NORTH,MAMPONG/AKW SENIOR HIGH/TECH SCHOOL FOR THE DEAF,MAMPONG,MIXED,DAY/BOARDING,mampongakwshstforthedeaf@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303
306,EASTERN,AKWAPIM NORTH,"PRESBY SENIOR HIGH SCHOOL, MAMPONG AKWAPIM",MAMPONG- AKWAPIM,MIXED,DAY/BOARDING,presbymampongakwshs@ges.gov.gh,C,No,6.3325025,-0.4784514,24192.0,0.1
307,EASTERN,AKWAPIM SOUTH,"PRESBY SENIOR HIGH/TECH SCHOOL, ABURI",ABURI,MIXED,DAY/BOARDING,presbytaburishs@ges.gov.gh,C,No,6.3325025,-0.4784514,16272.791208791208,0.1098901098901098
308,EASTERN,AKWAPIM SOUTH,ADONTEN SENIOR HIGH SCHOOL,ABURI,MIXED,DAY/BOARDING,adontenshs@ges.gov.gh,C,No,5.8771706,0.3662603,16272.791208791208,0.1098901098901098
309,EASTERN,AKWAPIM SOUTH,ABURI GIRLS SENIOR HIGH SCHOOL,ABURI,FEMALE,DAY/BOARDING,aburigirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098
310,EASTERN,AKWAPIM SOUTH,DIASPORA GIRLS' SENIOR HIGH SCHOOL,OBODAN- NSAWAM,FEMALE,DAY/BOARDING,diasporagirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098
311,EASTERN,AKYEMANSA,AKOKOASO SENIOR HIGH/TECH SCHOOL,AKIM AKOKOASO,MIXED,DAY/BOARDING,akokoasoshs@ges.gov.gh,C,No,6.6556435,-1.1071968,14879.0,0.1
312,EASTERN,AKYEMANSA,AYIREBI SENIOR HIGH SCHOOL,AYIREBI,MIXED,DAY/BOARDING,ayirebishs@ges.gov.gh,C,No,5.9668857,-0.9929572,14879.0,0.1
313,EASTERN,ASUOGYAMAN,BOSO SENIOR HIGH TECHNICAL SCHOOL,BOSO,MIXED,DAY/BOARDING,bososhst@ges.gov.gh,C,No,6.6556435,-1.1071968,21014.0,0.1
314,EASTERN,ASUOGYAMAN,ANUM PRESBY SENIOR HIGH SCHOOL,ANUM,MIXED,DAY/BOARDING,presbyanumshs@ges.gov.gh,C,No,9.3953646,-0.8216087,21014.0,0.1
315,EASTERN,ASUOGYAMAN,ADJENA SENIOR HIGH/TECH SCHOOL,ADJENA,MIXED,DAY/BOARDING,adjenashst@ges.gov.gh,C,No,5.8771706,0.3662603,21014.0,0.1
316,EASTERN,ASUOGYAMAN,APEGUSO SENIOR HIGH SCHOOL,APEGUSO,MIXED,DAY/BOARDING,apegusoshs@ges.gov.gh,C,No,5.9926294,0.8187733,21014.0,0.1
317,EASTERN,ASUOGYAMAN,AKWAMUMAN SENIOR HIGH SCHOOL,ATIMPOKU- AKOSOMBO,MIXED,DAY/BOARDING,akwamumanshs@ges.gov.gh,C,No,7.142572,-1.6406402,21014.0,0.1
318,EASTERN,ATIWA,"S.D.A. SENIOR HIGHSCHOOL, AKIM SEKYERE",AKIM SEKYERE,MIXED,DAY/BOARDING,sdasksakimsekyereshs@ges.gov.gh,C,No,7.3449525,-2.3439664,10362.0,0.1
319,EASTERN,ATIWA,KWABENG ANGLICAN SENIOR HIGH/TECH SCHOOL,KWABENG,MIXED,DAY/BOARDING,kwabenganglicanshst@ges.gov.gh,C,No,7.4635891,-1.9709609,16272.791208791208,0.1098901098901098
320,EASTERN,AYENSUANO,ANUM APAPAM COMM. DAY SENIOR HIGH SCHOOL,ANUM APAPAM,MIXED,DAY,anumapapamcommshs@ges.gov.gh,C,No,5.314022,-1.00919,14518.0,0.1
321,EASTERN,AYENSUANO,KRABOA-COALTAR PRESBY SENIOR HIGH SCHOOL HIGH/TECH.,KRABOA- COALTAR,MIXED,DAY/BOARDING,presbykraboacoaltarshst@ges.gov.gh,C,No,,,14518.0,0.1
322,EASTERN,BIRIM CENTRAL MUNICIPAL,ODA SENIOR HIGH SCHOOL,AKIM ODA,MIXED,DAY/BOARDING,odashs@ges.gov.gh,C,No,5.9668857,-0.9929572,16272.791208791208,0.1098901098901098
323,EASTERN,BIRIM CENTRAL MUNICIPAL,"ST. FRANCIS SENIOR HIGH/TECH SCHOOL, AKIM ODA",AKIM ODA,MIXED,DAY/BOARDING,stfrancisshst@ges.gov.gh,C,No,,,16272.791208791208,0.1098901098901098
324,EASTERN,BIRIM CENTRAL MUNICIPAL,ATTAFUAH SENIOR HIGH/TECH SCHOOL,AKIM ODA,MIXED,DAY/BOARDING,attafuahshst@ges.gov.gh,C,No,10.0272463,-0.9731496,16272.791208791208,0.1098901098901098
325,EASTERN,BIRIM CENTRAL MUNICIPAL,ATWEAMAN SENIOR HIGH SCHOOL,AKIM MANSO,MIXED,DAY/BOARDING,atweamanshs@ges.gov.gh,C,No,9.4226781,-0.8620235,13723.0,0.1
326,EASTERN,BIRIM CENTRAL MUNICIPAL,AKROSO SENIOR HIGH/TECH SCHOOL,AKROSO,MIXED,DAY/BOARDING,akrososhst@ges.gov.gh,C,No,6.6556435,-1.1071968,13723.0,0.1
327,EASTERN,BIRIM NORTH,AMOANA PRASO SENIOR HIGH SCHOOL,AMOANA PRASO,MIXED,DAY,amoanaprasoshs@ges.gov.gh,C,No,5.544203,-0.836264,13776.0,0.1
328,EASTERN,BIRIM NORTH,"ST. MICHAEL'S SENIOR HIGH SCHOOL, AKOASE (NKAWKAW)","AKOASE, NKAWKAW",MIXED,DAY,st.michaelsakoaseshs@ges.gov.gh,C,No,6.4668537,-0.8999221,13776.0,0.1
329,EASTERN,BIRIM NORTH,NEW ABIREM/AFOSU SENIOR HIGH SCHOOL,NEW ABIREM,MIXED,DAY/BOARDING,newabiremafosushs@ges.gov.gh,C,No,10.6593164,-1.268658,13776.0,0.1
330,EASTERN,BIRIM SOUTH,AKIM SWEDRU SENIOR HIGH SCHOOL,AKIM SWEDRU,MIXED,DAY/BOARDING,akimswedrushs@ges.gov.gh,C,No,5.8771706,0.3662603,7129.0,0.1
331,EASTERN,BIRIM SOUTH,ACHIASE SENIOR HIGH SCHOOL,ACHIASE,MIXED,DAY/BOARDING,achiaseshs@ges.gov.gh,C,No,5.8771706,0.3662603,9734.0,0.1
332,EASTERN,BIRIM SOUTH,APERADE SENIOR HIGH/TECH SCHOOL,AKIM APERADE,MIXED,DAY,aperadeshst@ges.gov.gh,C,No,10.0272463,-0.9731496,9734.0,0.1
333,EASTERN,DENKYEMBOUR,AKWATIA TECH. INST.,AKWATIA,MIXED,DAY/BOARDING,akwatiatechinst@ges.gov.gh,C,No,6.0310013,-0.8051658,10774.823529411764,0.2058823529411765
334,EASTERN,DENKYEMBOUR,"ST. ROSE'S SENIOR HIGH SCHOOL, AKWATIA",AKWATIA,FEMALE,DAY/BOARDING,strosesshs@ges.gov.gh,C,No,9.389042,-0.8285041,16272.791208791208,0.1098901098901098
335,EASTERN,DENKYEMBOUR,TARKROSI COMM. SENIOR HIGH SCHOOL,TARKROSI,MIXED,DAY,tarkrosicommshs@ges.gov.gh,C,No,7.993766,-0.326021,16272.791208791208,0.1098901098901098
336,EASTERN,DENKYEMBOUR,"SALVATION ARMY SENIOR HIGH SCHOOL, AKIM WENCHI",AKIM WENCHI,MIXED,DAY/BOARDING,salvationarmywenchishs@ges.gov.gh,C,No,5.9973888,-0.9296739,16272.791208791208,0.1098901098901098
337,EASTERN,EAST AKIM,ST. PAUL'S TECH. SCHOOL,KUKURANTUMI,MIXED,DAY/BOARDING,st.paulstechshs@ges.gov.gh,C,No,5.1412167,-1.2444936,16375.0,0.1
338,EASTERN,EAST AKIM MUNICIPAL,"W.B.M. ZION SENIOR HIGH SCHOOL, OLD TAFO",OLD TAFO,MIXED,DAY/BOARDING,wbmzionshs@ges.gov.gh,C,No,6.2373462,-0.3928711,16272.791208791208,0.1098901098901098
339,EASTERN,EAST AKIM MUNICIPAL,"ST. STEPHEN'S PRESBY SENIOR HIGH/TECH SCHOOL, ASIAKWA",ASIAKWA,MIXED,DAY/BOARDING,ststephenspresbyshst@ges.gov.gh,C,No,,,23591.0,0.0
340,EASTERN,EAST AKIM MUNICIPAL,"SAVIOUR SENIOR HIGH SCHOOL, OSIEM",OSIEM,MIXED,DAY/BOARDING,saviourshs@ges.gov.gh,C,No,5.9926294,0.8187733,16272.791208791208,0.1098901098901098
341,EASTERN,EAST AKIM MUNICIPAL,OFORI PANIN SENIOR HIGH SCHOOL,KUKURANTUMI,MIXED,DAY/BOARDING,oforipaninshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098
342,EASTERN,EAST AKIM MUNICIPAL,AKIM ASAFO SENIOR HIGH SCHOOL,AKIM ASAFO,MIXED,DAY/BOARDING,akimasafoshs@ges.gov.gh,C,No,10.6593164,-1.268658,16272.791208791208,0.1098901098901098
343,EASTERN,EAST AKIM MUNICIPAL,ABUAKWA STATE COLLEGE,KIBI,MIXED,DAY/BOARDING,abuakwastateshs@ges.gov.gh,C,No,6.1745636,-0.5434439,16272.791208791208,0.1098901098901098
344,EASTERN,EAST AKIM MUNICIPAL,KIBI SENIOR HIGH/TECH SCHOOL,KIBI,MIXED,DAY/BOARDING,kibishst@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098
345,EASTERN,EAST AKIM MUNICIPAL,APEDWA PRESBY SENIOR HIGH SCHOOL,APEDWA,MIXED,DAY,presbyshsapedwa@ges.gov.gh,C,No,5.8771706,0.3662603,10240.0,0.1
346,EASTERN,FANTEAKWA,"PRESBY SENIOR HIGH SCHOOL, BEGORO",BEGORO,MIXED,DAY/BOARDING,presbybegoroshs@ges.gov.gh,C,No,6.3325025,-0.4784514,9219.0,0.1
347,EASTERN,FANTEAKWA,OSINO PRESBY SENIOR HIGH/TECH SCHOOL,OSINO,MIXED,DAY/BOARDING,osinopresbyshst@ges.gov.gh,C,No,6.6556435,-1.1071968,10240.0,0.1
348,EASTERN,FANTEAKWA,NEW NSUTAM SENIOR HIGH/TECH SCHOOL,NEW NSUTAM,MIXED,DAY/BOARDING,newnsutamshst@ges.gov.gh,C,No,5.102919,-1.3921394,10240.0,0.1
349,EASTERN,KWAEBIBIREM,ASUOM SENIOR HIGH SCHOOL,ASUOM,MIXED,DAY/BOARDING,asuomshs@ges.gov.gh,C,No,5.4234565,-0.9611574,16272.791208791208,0.1098901098901098
350,EASTERN,KWAEBIBIREM,KADE SENIOR HIGH/TECH SCHOOL,KADE,MIXED,DAY/BOARDING,kadeshst@ges.gov.gh,C,No,5.8771706,0.3662603,16272.791208791208,0.1098901098901098
351,EASTERN,KWAHU AFRAM PLAINS NORTH,AMANKWAKROM FISHERIES AGRIC. TECH. INST.,AMANKWAKROM,MIXED,DAY,amankwakromfisheriesagrictechinst@ges.gov.g,C,No,,,9021.0,0.2
352,EASTERN,KWAHU AFRAM PLAINS NORTH,ST. MARY'S VOC./TECH. INST.,ADIEMBRA,FEMALE,DAY/BOARDING,stmarytechvocinst@ges.gov.gh,C,No,7.0592349,-0.0621059,16272.791208791208,0.1098901098901098
353,EASTERN,KWAHU EAST,"ST. DOMINIC'S SENIOR HIGH/TECH SCHOOL, PEPEASE",PEPEASE,MIXED,DAY/BOARDING,stdominicsshs@ges.gov.gh,C,No,,,16774.0,0.1
354,EASTERN,KWAHU EAST,ABETIFI TECH. INST.,ABETIFI,MIXED,DAY/BOARDING,abetifitechinst@ges.gov.gh,C,No,6.6703699,-0.756094,16774.0,0.1
355,EASTERN,KWAHU EAST,ABETIFI PRESBY SENIOR HIGH SCHOOL,ABETIFI,MIXED,DAY/BOARDING,abetifipresbyshs@ges.gov.gh,C,No,6.3096027,-0.7248455,16774.0,0.1
356,EASTERN,KWAHU EAST,KWAHU TAFO SENIOR HIGH SCHOOL,KWAHU TAFO,MIXED,DAY/BOARDING,kwahutafoshs@ges.gov.gh,C,No,5.4234565,-0.9611574,16774.0,0.1
