sn,region,district,school_name,location,gender,residency,email,category,is_stem,latitude,longitude,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
332,EASTERN,BIRIM SOUTH,APERADE SENIOR HIGH/TECH SCHOOL,AKIM APERADE,MIXED,DAY,aperadeshst@ges.gov.gh,C,No,6.21,-0.76,9734.0,0.1,0.25,0.9000690306641477,0.5100276122656591,HIGH
68,ASHANTI,BOSOME FREHO,BOSOME SENIOR HIGH/TECH. SCHOOL,ASIWA,MIXED,DAY/BOARDING,bosomeshst@ges.gov.gh,C,No,6.6556435,-1.1071968,9893.0,0.1,0.25,0.8971806423484958,0.5088722569393983,HIGH
298,EASTERN,AKWAPIM NORTH,"PRESBY SENIOR HIGH/TECH SCHOOL, ADUKROM",ADUKROM,MIXED,DAY/BOARDING,presbyadukromshst@ges.gov.gh,C,No,6.3325025,-0.4784514,10090.0,0.1,0.25,0.8936019473913676,0.507440778956547,HIGH
297,EASTERN,AKWAPIM NORTH,NIFA SENIOR HIGH SCHOOL,ADUKROM,MIXED,DAY/BOARDING,nifashs@ges.gov.gh,C,No,6.5,-0.5,10090.0,0.1,0.25,0.8936019473913676,0.507440778956547,HIGH
266,CENTRAL,EKUMFI CENTRAL,AKYIN SENIOR HIGH SCHOOL,MBROBOTO,MIXED,DAY,akyinshs@ges.gov.gh,C,No,5.5950893,-0.277005,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
265,CENTRAL,EKUMFI,J.E.A. MILLS SENIOR HIGH SCHOOL,OTUAM,MIXED,DAY,jeamillsshs@ges.gov.gh,C,No,5.18,-1.12,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
264,CENTRAL,EKUMFI,EKUMFI T. I. AHMADIIYYA SENIOR HIGH SCHOOL,ESAKYIR,MIXED,DAY/BOARDING,ekumfittiahmadiyyashs@ges.gov.gh,C,No,5.23,-1.09,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
705,WESTERN NORTH,AOWIN SUAMAN,NANA BRENTU SENIOR HIGH/TECH SCHOOL,ENCHI,MIXED,DAY/BOARDING,nanabrentushst@ges.gov.gh,C,No,5.3379361,-1.9707293,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
708,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,BIBIANI SENIOR HIGH/TECH SCHOOL,BIBIANI,MIXED,DAY/BOARDING,bibianishst@ges.gov.gh,C,No,6.4667,-2.3167,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
709,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,"QUEENS GIRLS' SENIOR HIGH SCHOOL, SEFWI AWHIASO",SEFWI ANWHIASO,FEMALE,DAY/BOARDING,queensgirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
710,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,CHIRANO COMM. DAY SENIOR HIGH SCHOOL,CHIRANO,MIXED,DAY,chiranocommshs@ges.gov.gh,C,No,6.05,-2.45,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
717,WESTERN NORTH,SEFWI WIAWSO,SEFWI-WIAWSO SENIOR HIGH SCHOOL,SEFWI-WIAWSO,MIXED,DAY/BOARDING,sefwiwiawsoshs@ges.gov.gh,C,No,6.2,-2.5,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
347,EASTERN,FANTEAKWA,OSINO PRESBY SENIOR HIGH/TECH SCHOOL,OSINO,MIXED,DAY/BOARDING,osinopresbyshst@ges.gov.gh,C,No,6.6556435,-1.1071968,10240.0,0.1,0.25,0.8908770527539602,0.5063508211015841,HIGH
348,EASTERN,FANTEAKWA,NEW NSUTAM SENIOR HIGH/TECH SCHOOL,NEW NSUTAM,MIXED,DAY/BOARDING,newnsutamshst@ges.gov.gh,C,No,6.45,-1.35,10240.0,0.1,0.25,0.8908770527539602,0.5063508211015841,HIGH
345,EASTERN,EAST AKIM MUNICIPAL,APEDWA PRESBY SENIOR HIGH SCHOOL,APEDWA,MIXED,DAY,presbyshsapedwa@ges.gov.gh,C,No,5.8771706,0.3662603,10240.0,0.1,0.25,0.8908770527539602,0.5063508211015841,HIGH
318,EASTERN,ATIWA,"S.D.A. SENIOR HIGHSCHOOL, AKIM SEKYERE",AKIM SEKYERE,MIXED,DAY/BOARDING,sdasksakimsekyereshs@ges.gov.gh,C,No,5.92,-0.99,10362.0,0.1,0.25,0.8886608051155356,0.5054643220462143,HIGH
384,EASTERN,UPPER MANYA KROBO,ASESEWA SENIOR HIGH SCHOOL,ASESEWA,MIXED,DAY/BOARDING,asesewashs@ges.gov.gh,C,No,5.8771706,0.3662603,10821.0,0.1,0.25,0.8803226275250691,0.5021290510100277,HIGH
486,OTI,BIAKOYE,TAPAMAN SENIOR HIGH/TECH SCHOOL,TAPA- AMANFROM,MIXED,DAY,tapamanshst@ges.gov.gh,C,No,7.9,0.35,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
485,OTI,BIAKOYE,WORAWORA SENIOR HIGH SCHOOL,WORAWORA,MIXED,DAY/BOARDING,woraworashs@ges.gov.gh,C,No,7.95,0.35,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
487,OTI,BIAKOYE,BOWIRI COMM. DAY SCHOOL,BOWIRI,MIXED,DAY,bowiricommdayshs@ges.gov.gh,C,No,7.95,0.35,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
488,OTI,BIAKOYE,NKONYA SENIOR HIGH SCHOOL,NKONYA- AHENKRO,MIXED,DAY/BOARDING,nkonyashs@ges.gov.gh,C,No,7.45,0.63,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
714,WESTERN NORTH,SEFWI AKONTOMBRA,NSAWORA EDUMAFA COMM. SENIOR HIGH SCHOOL,NSAWORA EDUMAFA,MIXED,DAY,nsaworaedumafacommshs@ges.gov.gh,C,No,5.75,-2.8,11557.0,0.1,0.25,0.8669524778375236,0.4967809911350095,STABLE
17,ASHANTI,ADANSI NORTH,FOMENA T.I. AHMAD SENIOR HIGH SCHOOL,FOMENA,MIXED,DAY/BOARDING,t.i.ahmadiyyafomenashs@ges.gov.gh,C,No,6.2667,-1.4833,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
19,ASHANTI,ADANSI NORTH,DOMPOASE SENIOR HIGH SCHOOL,DOMPOASE,MIXED,DAY/BOARDING,dompoaseshs@ges.gov.gh,C,No,6.8901817,-1.2489599,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
18,ASHANTI,ADANSI NORTH,ASARE BEDIAKO SENIOR HIGH SCHOOL,AKROKERRI,MIXED,DAY/BOARDING,asarebediakoshs@ges.gov.gh,C,No,6.7,-1.5,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
20,ASHANTI,ADANSI NORTH,BODWESANGO SENIOR HIGH SCHOOL,BODWESANGO,MIXED,DAY/BOARDING,bodwesangoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
8,AHAFO,ASUTIFI SOUTH,HWIDIEM SENIOR HIGH SCHOOL,HWIDIEM,MIXED,DAY/BOARDING,hwidiemshs@ges.gov.gh,C,No,7.0667,-2.6833,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
7,AHAFO,ASUTIFI SOUTH,ACHERENSUA SENIOR HIGH SCHOOL,ACHERENSUA,MIXED,DAY/BOARDING,acherensuashs@ges.gov.gh,C,No,7.25,-2.3,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
199,BONO EAST,PRU,YEJI SENIOR HIGH/TECH SCHOOL,YEJI,MIXED,DAY/BOARDING,yejishst@ges.gov.gh,C,No,8.1,-0.6333,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
712,WESTERN NORTH,BODI,BODI SENIOR HIGH SCHOOL,BODI,MIXED,DAY,bodishs@ges.gov.gh,C,No,6.05,-2.85,11834.0,0.1,0.25,0.8619205057404447,0.4947682022961779,STABLE
660,VOLTA,SOUTH DAYI,KPEVE SENIOR HIGH SCHOOL,KPEVE,MIXED,DAY/BOARDING,kpeveshs@ges.gov.gh,C,No,5.9926294,0.8187733,11855.0,0.1,0.25,0.8615390204912077,0.4946156081964831,STABLE
663,VOLTA,SOUTH DAYI,PEKI SENIOR HIGH/TECHNICAL SCHOOL,PEKI,MIXED,DAY/BOARDING,pekishst@ges.gov.gh,C,No,6.5407,0.2333,11855.0,0.1,0.25,0.8615390204912077,0.4946156081964831,STABLE
662,VOLTA,SOUTH DAYI,PEKI SENIOR HIGH SCHOOL,PEKI,MIXED,DAY/BOARDING,pekishs@ges.gov.gh,C,No,6.5407,0.2333,11855.0,0.1,0.25,0.8615390204912077,0.4946156081964831,STABLE
456,NORTHERN,KPANDI,KPANDAI SENIOR HIGH SCHOOL,KPANDAI,MIXED,DAY/BOARDING,kpandaishs@ges.gov.gh,C,No,8.4753,-0.0283,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
650,VOLTA,KPANDO,KPANDO TECH. INST.,KPANDO,MIXED,DAY/BOARDING,kpandotechinst@ges.gov.gh,C,No,6.9979,0.299,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
648,VOLTA,KPANDO,BISHOP HERMAN COLLEGE,KPANDO,MALE,DAY/BOARDING,bishophermancollegeshs@ges.gov.gh,C,No,7.0062326,0.2838751,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
649,VOLTA,KPANDO,KPANDO SENIOR HIGH SCHOOL,KPANDO,MIXED,DAY/BOARDING,kpandoshs@ges.gov.gh,C,No,5.5950893,-0.277005,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
160,BONO,DORMAA EAST,WAMANAFO SENIOR HIGH/TECH SCHOOL,WAMANAFO,MIXED,DAY/BOARDING,wamanafoshst@ges.gov.gh,C,No,7.6,-2.4,12349.0,0.1,0.25,0.8525650341520128,0.4910260136608051,STABLE
192,BONO EAST,KINTAMPO NORTH MUNICIPAL,KINTAMPO SENIOR HIGH SCHOOL,KINTAMPO,MIXED,DAY/BOARDING,kintamposhs@ges.gov.gh,C,No,8.061,-1.7233,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
205,BONO EAST,TECHIMAN MUNICIPAL,GYARKO COMM. DAY SENIOR HIGH SCHOOL,TECHIMAN,MIXED,DAY,gyarkocommshs@ges.gov.gh,C,No,7.8,-1.4,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
197,BONO EAST,NKORANZA SOUTH,KWABRE SENIOR HIGH SCHOOL,AKUMA,MIXED,DAY/BOARDING,kwabreshs@ges.gov.gh,C,No,7.8,-1.4,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
191,BONO EAST,KINTAMPO NORTH,NEW LONGORO COMM SENIOR HIGH SCHOOL (DEGA),NEW LONGORO,MIXED,DAY,newlongorocommshs@ges.gov.gh,C,No,8.2,-1.95,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
206,BONO EAST,TECHIMAN MUNICIPAL,KESSE BASAHYIA SENIOR HIGH SCHOOL,TECHIMAN OFORIKROM,MIXED,DAY,kessebasahyiashs@ges.gov.gh,C,No,7.6833,-0.8,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
208,BONO EAST,TECHIMAN MUNICIPAL,"OUR LADY OF MOUNT CARMEL GIRLS SENIOR HIGH SCHOOL, TECHIMAN",TECHIMAN,FEMALE,DAY/BOARDING,ourladyofmountcarmelgirlsshs@ges.gov.gh,C,No,7.5833,-1.9333,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
209,BONO EAST,TECHIMAN MUNICIPAL,YEBOAH ASUAMAH SENIOR HIGH SCHOOL,NSUTA,MIXED,DAY,yeboahasuamahshs@ges.gov.gh,C,No,7.95,-1.3,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
207,BONO EAST,TECHIMAN MUNICIPAL,TECHIMAN SENIOR HIGH SCHOOL,TECHIMAN,MIXED,DAY/BOARDING,techimanshs@ges.gov.gh,C,No,7.5833,-1.9333,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
189,BONO EAST,ATEBUBU-AMANTIN,NEW KROKOMPE COMM. SENIOR HIGH SCHOOL,NEW KONKROMPE,MIXED,DAY/BOARDING,newkrokompecommshs@ges.gov.gh,C,No,7.5667,-1.2833,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
188,BONO EAST,ATEBUBU-AMANTIN,ATEBUBU SENIOR HIGH SCHOOL,ATEBUBU,MIXED,DAY/BOARDING,atebubushs@ges.gov.gh,C,No,7.75,-0.9833,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
190,BONO EAST,ATEBUBU-AMANTIN,AMANTEN SENIOR HIGH SCHOOL,AMANTEN,MIXED,DAY/BOARDING,amantenshs@ges.gov.gh,C,No,8.1667,-1.1833,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
210,BONO EAST,TECHIMAN MUNICIPAL,KWARTENG ANKOMAH SENIOR HIGH SCHOOL,TANOSO- TECHMIAN,MIXED,DAY/BOARDING,kwartengankomahshs@ges.gov.gh,C,No,7.4636,-1.971,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
495,OTI,KADJEBI,DODI-PAPASE SENIOR HIGH/TECH SCHOOL,DODI PAPASE,MIXED,DAY/BOARDING,dodipapaseshst@ges.gov.gh,C,No,7.9,0.2,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
496,OTI,KADJEBI,KADJEBI-ASATO SENIOR HIGH SCHOOL,KADJETO-ASATO,MIXED,DAY/BOARDING,kadjebiasatoshs@ges.gov.gh,C,No,7.5167,0.4667,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
494,OTI,KADJEBI,AHAMANSU ISLAMIC SENIOR HIGH SCHOOL,AHAMANSU,MIXED,DAY,ahamansuislamicshs@ges.gov.gh,C,No,7.9,-0.2,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
6,AHAFO,ASUTIFI NORTH,"OLA GIRLS SENIOR HIGH SCHOOL, KENYASI",KENYASI,FEMALE,DAY/BOARDING,olagirlsshs@ges.gov.gh,A,No,6.8833,-2.7833,12975.0,0.1,0.25,0.8411931405318994,0.4864772562127598,STABLE
5,AHAFO,ASUTIFI NORTH,GYAMFI KUMANINI SENIOR HIGH/TECH SCHOOL,WAMAHINSO,MIXED,DAY/BOARDING,gyamfikumaninishst@ges.gov.gh,C,No,7.1833,-2.5167,12975.0,0.1,0.25,0.8411931405318994,0.4864772562127598,STABLE
596,VOLTA,AFADZATO SOUTH,AGATE COMM. SENIOR HIGH SCHOOL,AGATE,MIXED,DAY/BOARDING,agatecommshs@ges.gov.gh,C,No,6.0797685,-0.2506627,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
595,VOLTA,AFADZATO SOUTH,JIM BOURTON MEM AGRIC. SENIOR HIGH SCHOOL,LOGBA ADZOKOE,MIXED,DAY/BOARDING,jimbourtonmemagricshs@ges.gov.gh,C,No,6.5833,0.35,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
230,CENTRAL,AJUMAKO/ ENYAN/ESIAM,BISEASE SENIOR HIGH/COMM. SCHOOL,BISEASE,MIXED,DAY/BOARDING,biseaseshscomshs@ges.gov.gh,C,No,5.5833,-1.1,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
593,VOLTA,AFADZATO SOUTH,VE COMM. SENIOR HIGH SCHOOL,VE-KOLOENU,MIXED,DAY/BOARDING,vecommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
594,VOLTA,AFADZATO SOUTH,LEKLEBI SENIOR HIGH SCHOOL,LEKLEBI,MIXED,DAY/BOARDING,leklebishs@ges.gov.gh,C,No,7.2167,0.5167,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
193,BONO EAST,KINTAMPO SOUTH,JEMA SENIOR HIGH SCHOOL,JEMA,MIXED,DAY/BOARDING,jemashs@ges.gov.gh,C,No,7.6167,-1.55,13233.0,0.1,0.25,0.8365063217555588,0.4846025287022235,STABLE
145,ASHANTI,SEKYERE KUMAWU,BODOMASE SENIOR HIGH/TECH SCHOOL,BODOMASE,MIXED,DAY,bodomaseshst@ges.gov.gh,C,No,6.8901817,-1.2489599,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
143,ASHANTI,SEKYERE KUMAWU,TWENEBOA KODUA SENIOR HIGH SCHOOL,KUMAWU,MIXED,DAY/BOARDING,tweneboakoduashs@ges.gov.gh,C,No,5.9668857,-0.9929572,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
142,ASHANTI,SEKYERE KUMAWU,BANKOMAN SENIOR HIGH SCHOOL,BANKO,MIXED,DAY/BOARDING,bankomanshs@ges.gov.gh,C,No,5.85,-0.9167,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
144,ASHANTI,SEKYERE KUMAWU,DADEASE AGRIC SENIOR HIGH SCHOOL,DADEASE,MIXED,DAY/BOARDING,dadeaseagricshs@ges.gov.gh,C,No,6.5833,-1.0167,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
326,EASTERN,BIRIM CENTRAL MUNICIPAL,AKROSO SENIOR HIGH/TECH SCHOOL,AKROSO,MIXED,DAY/BOARDING,akrososhst@ges.gov.gh,C,No,6.6556435,-1.1071968,13723.0,0.1,0.25,0.8276049992733614,0.4810419997093446,STABLE
325,EASTERN,BIRIM CENTRAL MUNICIPAL,ATWEAMAN SENIOR HIGH SCHOOL,AKIM MANSO,MIXED,DAY/BOARDING,atweamanshs@ges.gov.gh,C,No,6.7333,-0.4167,13723.0,0.1,0.25,0.8276049992733614,0.4810419997093446,STABLE
26,ASHANTI,AFIGYA-KWABRE,"ST. MICHAEL'S SENIOR HIGH SCHOOL, AHENKRO",AHENKRO,MIXED,DAY/BOARDING,st.michaelahenkroshs@ges.gov.gh,C,No,6.8822105,-1.6356955,13776.0,0.1,0.25,0.8266422031681442,0.4806568812672577,STABLE
328,EASTERN,BIRIM NORTH,"ST. MICHAEL'S SENIOR HIGH SCHOOL, AKOASE (NKAWKAW)","AKOASE, NKAWKAW",MIXED,DAY,st.michaelsakoaseshs@ges.gov.gh,C,No,6.4668537,-0.8999221,13776.0,0.1,0.25,0.8266422031681442,0.4806568812672577,STABLE
327,EASTERN,BIRIM NORTH,AMOANA PRASO SENIOR HIGH SCHOOL,AMOANA PRASO,MIXED,DAY,amoanaprasoshs@ges.gov.gh,C,No,5.544203,-0.836264,13776.0,0.1,0.25,0.8266422031681442,0.4806568812672577,STABLE
329,EASTERN,BIRIM NORTH,NEW ABIREM/AFOSU SENIOR HIGH SCHOOL,NEW ABIREM,MIXED,DAY/BOARDING,newabiremafosushs@ges.gov.gh,C,No,6.4,-0.7,13776.0,0.1,0.25,0.8266422031681442,0.4806568812672577,STABLE
132,ASHANTI,OFFINSO NORTH,NKENKANSU COMMUNITY SENIOR HIGH SCHOOL,NKENKANSU,MIXED,DAY/BOARDING,nkenkansucommshs@ges.gov.gh,C,No,7.05,-1.5,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
130,ASHANTI,OFFINSO NORTH,WIAFE AKENTEN PRESBY SENIOR HIGH SCHOOL,AFRANCHO,MIXED,DAY,wiafeakentenpresbyshs@ges.gov.gh,C,No,7.0833,-1.55,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
133,ASHANTI,OFFINSO NORTH,ASUOSO COMM. SENIOR HIGH SCHOOL,ASUOSO,MIXED,DAY,asuosocommshs@ges.gov.gh,C,No,7.05,-1.6,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
131,ASHANTI,OFFINSO NORTH,AKUMADAN SENIOR HIGH SCHOOL,AKUMADAN,MIXED,DAY/BOARDING,akumadanshs@ges.gov.gh,C,No,7.45,-1.7833,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
375,EASTERN,NEW JUABEN MUNICIPAL,OTI BOATENG SENIOR HIGH SCHOOL,ADA/KOFORIDUA,MIXED,DAY/BOARDING,otiboatengshs@ges.gov.gh,C,No,6.4,-0.7,16272.79120879121,0.1098901098901098,0.2747252747252746,0.7812855833310709,0.4773493981675931,STABLE
324,EASTERN,BIRIM CENTRAL MUNICIPAL,ATTAFUAH SENIOR HIGH/TECH SCHOOL,AKIM ODA,MIXED,DAY/BOARDING,attafuahshst@ges.gov.gh,C,No,6.0833,-0.55,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
323,EASTERN,BIRIM CENTRAL MUNICIPAL,"ST. FRANCIS SENIOR HIGH/TECH SCHOOL, AKIM ODA",AKIM ODA,MIXED,DAY/BOARDING,stfrancisshst@ges.gov.gh,C,No,5.9167,-0.9833,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
388,EASTERN,WEST AKIM MUNICIPAL,ST. THOMAS SENIOR HIGH/TECH SCHOOL,ASAMANKESE,MIXED,DAY/BOARDING,stthomasshs@ges.gov.gh,C,No,5.8667,-0.6583,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
387,EASTERN,WEST AKIM MUNICIPAL,ASAMANKESE SENIOR HIGH SCHOOL,ASAMANKESE,MIXED,DAY/BOARDING,asamankeseshs@ges.gov.gh,C,No,5.8667,-0.6583,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
308,EASTERN,AKWAPIM SOUTH,ADONTEN SENIOR HIGH SCHOOL,ABURI,MIXED,DAY/BOARDING,adontenshs@ges.gov.gh,C,No,5.8771706,0.3662603,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
307,EASTERN,AKWAPIM SOUTH,"PRESBY SENIOR HIGH/TECH SCHOOL, ABURI",ABURI,MIXED,DAY/BOARDING,presbytaburishs@ges.gov.gh,C,No,6.3325025,-0.4784514,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
310,EASTERN,AKWAPIM SOUTH,DIASPORA GIRLS' SENIOR HIGH SCHOOL,OBODAN- NSAWAM,FEMALE,DAY/BOARDING,diasporagirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
309,EASTERN,AKWAPIM SOUTH,ABURI GIRLS SENIOR HIGH SCHOOL,ABURI,FEMALE,DAY/BOARDING,aburigirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
322,EASTERN,BIRIM CENTRAL MUNICIPAL,ODA SENIOR HIGH SCHOOL,AKIM ODA,MIXED,DAY/BOARDING,odashs@ges.gov.gh,C,No,5.9167,-0.9833,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
319,EASTERN,ATIWA,KWABENG ANGLICAN SENIOR HIGH/TECH SCHOOL,KWABENG,MIXED,DAY/BOARDING,kwabenganglicanshst@ges.gov.gh,C,No,6.4833,-0.8167,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
373,EASTERN,NEW JUABEN MUNICIPAL,"S.D.A SENIOR HIGH SCHOOL, KOFORIDUA",ASOKORE- KOFORIDUA,MIXED,DAY/BOARDING,sdakoforiduashs@ges.gov.gh,C,No,6.11494,-0.277781,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
374,EASTERN,NEW JUABEN MUNICIPAL,"GHANA SENIOR HIGH SCHOOL, KOFORIDUA",KOFORIDUA,MIXED,DAY/BOARDING,ghanashskoforidua@ges.gov.gh,C,No,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
376,EASTERN,NEW JUABEN MUNICIPAL,"POPE JOHN SENIOR HIGH & MIN. SEM. SCHOOL, KOFORIDUA",KOFORIDUA,MALE,DAY/BOARDING,popejohnshs@ges.gov.gh,C,No,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
377,EASTERN,NEW JUABEN MUNICIPAL,KOFORIDUA SENIOR HIGH/TECH SCHOOL,KOFORIDUA,MIXED,DAY/BOARDING,koforiduashst@ges.gov.gh,C,No,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
381,EASTERN,SUHUM MUNICIPAL,"PRESBY SENIOR HIGH SCHOOL, SUHUM",SUHUM,MIXED,DAY/BOARDING,presbysuhumshs@ges.gov.gh,C,No,6.05,-0.45,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
378,EASTERN,NEW JUABEN MUNICIPAL,NEW JUABEN SENIOR HIGH/COMM SCHOOL,KOFORIDUA,MIXED,DAY/BOARDING,newjuabencomshs@ges.gov.gh,C,Yes,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
382,EASTERN,SUHUM MUNICIPAL,SUHUM SENIOR HIGH/TECH SCHOOL,SUHUM,MIXED,DAY/BOARDING,suhumshst@ges.gov.gh,C,No,6.05,-0.45,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
383,EASTERN,SUHUM MUNICIPAL,"ISLAMIC GIRLS SENIOR HIGH SCHOOL,SUHUM",KORASE-SUHUM,FEMALE,DAY/BOARDING,islamicgirlsshs@ges.gov.gh,C,No,6.05,-0.45,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
359,EASTERN,KWAHU SOUTH,"ST. PAUL'S SENIOR HIGH SCHOOL, ASAKRAKA KWAHU",ASAKRAKA- KWAHU,MIXED,DAY/BOARDING,stpaulskwahushs@ges.gov.gh,C,No,5.6457771,-0.0078533,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
362,EASTERN,KWAHU SOUTH,KWAHU RIDGE SENIOR HIGH SCHOOL,OBO-KWAHU,MIXED,DAY/BOARDING,kwahuridgeshs@ges.gov.gh,C,No,6.5833,-0.7167,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
360,EASTERN,KWAHU SOUTH,BEPONG SENIOR HIGH SCHOOL,BEPONG,MIXED,DAY/BOARDING,bepongshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
