school_name,region,district,latitude,longitude,anomaly_reason,expected_lat_range,expected_lon_range,sn,location,gender,residency,email,category,is_stem,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
KRACHI SENIOR HIGH SCHOOL,OTI,KRACHI WEST,7.2316721,-2.1751937,"LAT 7.231672 outside [7.5500, 9.3000] | LON -2.175194 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,502,KETE-KRACHI,MIXED,DAY/BOARDING,krachishs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
NTRUBOMAN SENIOR HIGH SCHOOL,OTI,NKWANTA SOUTH,5.9668857,-0.9929572,"LAT 5.966886 outside [7.5500, 9.3000] | LON -0.992957 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,507,BREWANIASE,MIXED,DAY/BOARDING,ntrubomanshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
NKRANKWANTA COMM SENIOR HIGH SCHOOL,BONO,DORMAA WEST,10.8086801,-0.8656292,"LAT 10.808680 outside [6.8500, 8.6500] | LON -0.865629 outside [-3.1500, -1.2500]",7.0 - 8.5,-3.0 - -1.4,161,NKRANKWANTA,MIXED,DAY/BOARDING,nkrankwantacommshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
KYABOBO GIRLS SENIOR HIGH SCHOOL,OTI,NKWANTA SOUTH,7.190168,0.337969,"LAT 7.190168 outside [7.5500, 9.3000]",7.7 - 9.15,-0.25 - 0.8,506,NKWANTA,FEMALE,DAY,kyabobogirlsshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
KPASSA SENIOR HIGH/TECH SCHOOL,OTI,NKWANTA NORTH,10.0272463,-0.9731496,"LAT 10.027246 outside [7.5500, 9.3000] | LON -0.973150 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,503,KPASSA,MIXED,DAY/BOARDING,kpassashst@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
NKWANTA SENIOR HIGH SCHOOL,OTI,NKWANTA SOUTH,10.6593164,-1.268658,"LAT 10.659316 outside [7.5500, 9.3000] | LON -1.268658 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,504,NKWANTA,MIXED,DAY/BOARDING,nkwantashs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
NKWANTA COMM SENIOR HIGH SCHOOL,OTI,NKWANTA SOUTH,10.6593164,-1.268658,"LAT 10.659316 outside [7.5500, 9.3000] | LON -1.268658 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,505,NKWANTA,MIXED,DAY,nkwantacommshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
YABRAM COMM. DAY SCHOOL,OTI,KRACHI EAST,7.2045812,-2.591577,"LAT 7.204581 outside [7.5500, 9.3000] | LON -2.591577 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,498,DAMBAI,MIXED,DAY,yabramcommdayshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
OTI SENIOR HIGH/TECH SCHOOL,OTI,KRACHI EAST,6.6556435,-1.1071968,"LAT 6.655644 outside [7.5500, 9.3000] | LON -1.107197 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,497,DAMBAI,MIXED,DAY/BOARDING,otishst@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
BREMAN ASIKUMA SENIOR HIGH SCHOOL,CENTRAL,ASIKUMA/ODOBEN/ BRAKWA,5.5950893,-0.277005,"LON -0.277005 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,237,BREMAN ASIKUMA,MIXED,DAY/BOARDING,bremanasikumashs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
OKADJAKROM SENIOR HIGH/TECH SCHOOL,OTI,JASIKAN,5.4234565,-0.9611574,"LAT 5.423457 outside [7.5500, 9.3000] | LON -0.961157 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,491,OKADJAKROM,MIXED,DAY/BOARDING,okadjakromshst@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
BAGLO RIDGE SENIOR HIGH/TECH SCHOOL,OTI,JASIKAN,10.9324723,-0.9735882,"LAT 10.932472 outside [7.5500, 9.3000] | LON -0.973588 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,492,BAGLO,MIXED,DAY,bagloridgeshst@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
APERADE SENIOR HIGH/TECH SCHOOL,EASTERN,BIRIM SOUTH,10.0272463,-0.9731496,"LAT 10.027246 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,332,AKIM APERADE,MIXED,DAY,aperadeshst@ges.gov.gh,C,No,9734.0,0.1,0.25,0.9000690306641477,0.5100276122656591,HIGH
NIFA SENIOR HIGH SCHOOL,EASTERN,AKWAPIM NORTH,9.4273607,-0.8767444,"LAT 9.427361 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,297,ADUKROM,MIXED,DAY/BOARDING,nifashs@ges.gov.gh,C,No,10090.0,0.1,0.25,0.8936019473913676,0.507440778956547,HIGH
AKYIN SENIOR HIGH SCHOOL,CENTRAL,EKUMFI CENTRAL,5.5950893,-0.277005,"LON -0.277005 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,266,MBROBOTO,MIXED,DAY,akyinshs@ges.gov.gh,C,No,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
J.E.A. MILLS SENIOR HIGH SCHOOL,CENTRAL,EKUMFI,9.4226781,-0.8620235,"LAT 9.422678 outside [4.7500, 6.3000]",4.9 - 6.15,-2.0 - -0.55,265,OTUAM,MIXED,DAY,jeamillsshs@ges.gov.gh,C,No,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
EKUMFI T. I. AHMADIIYYA SENIOR HIGH SCHOOL,CENTRAL,EKUMFI,9.4064815,-0.8770518,"LAT 9.406481 outside [4.7500, 6.3000]",4.9 - 6.15,-2.0 - -0.55,264,ESAKYIR,MIXED,DAY/BOARDING,ekumfittiahmadiyyashs@ges.gov.gh,C,No,10121.0,0.1,0.25,0.8930388024996367,0.5072155209998547,HIGH
NANA BRENTU SENIOR HIGH/TECH SCHOOL,WESTERN NORTH,AOWIN SUAMAN,5.3379361,-1.9707293,"LAT 5.337936 outside [5.3500, 7.2000]",5.5 - 7.05,-3.1 - -2.0,705,ENCHI,MIXED,DAY/BOARDING,nanabrentushst@ges.gov.gh,C,No,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
BIBIANI SENIOR HIGH/TECH SCHOOL,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,10.9324723,-0.9735882,"LAT 10.932472 outside [5.3500, 7.2000] | LON -0.973588 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,708,BIBIANI,MIXED,DAY/BOARDING,bibianishst@ges.gov.gh,C,No,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
CHIRANO COMM. DAY SENIOR HIGH SCHOOL,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,5.9668857,-0.9929572,"LON -0.992957 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,710,CHIRANO,MIXED,DAY,chiranocommshs@ges.gov.gh,C,No,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
SEFWI-WIAWSO SENIOR HIGH SCHOOL,WESTERN NORTH,SEFWI WIAWSO,10.6593164,-1.268658,"LAT 10.659316 outside [5.3500, 7.2000] | LON -1.268658 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,717,SEFWI-WIAWSO,MIXED,DAY/BOARDING,sefwiwiawsoshs@ges.gov.gh,C,No,14972.846153846154,0.1230769230769231,0.3076923076923077,0.8049003387253642,0.5065755201055303,HIGH
NEW NSUTAM SENIOR HIGH/TECH SCHOOL,EASTERN,FANTEAKWA,5.102919,-1.3921394,"LAT 5.102919 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,348,NEW NSUTAM,MIXED,DAY/BOARDING,newnsutamshst@ges.gov.gh,C,No,10240.0,0.1,0.25,0.8908770527539602,0.5063508211015841,HIGH
"S.D.A. SENIOR HIGHSCHOOL, AKIM SEKYERE",EASTERN,ATIWA,7.3449525,-2.3439664,"LAT 7.344952 outside [5.5000, 7.2500] | LON -2.343966 outside [-1.5500, 0.7000]",5.65 - 7.1,-1.4 - 0.55,318,AKIM SEKYERE,MIXED,DAY/BOARDING,sdasksakimsekyereshs@ges.gov.gh,C,No,10362.0,0.1,0.25,0.8886608051155356,0.5054643220462143,HIGH
TAPAMAN SENIOR HIGH/TECH SCHOOL,OTI,BIAKOYE,9.4226781,-0.8620235,"LAT 9.422678 outside [7.5500, 9.3000] | LON -0.862024 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,486,TAPA- AMANFROM,MIXED,DAY,tapamanshst@ges.gov.gh,C,No,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
WORAWORA SENIOR HIGH SCHOOL,OTI,BIAKOYE,10.9014082,-0.9013563,"LAT 10.901408 outside [7.5500, 9.3000] | LON -0.901356 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,485,WORAWORA,MIXED,DAY/BOARDING,woraworashs@ges.gov.gh,C,No,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
BOWIRI COMM. DAY SCHOOL,OTI,BIAKOYE,7.308312,0.3196626,"LAT 7.308312 outside [7.5500, 9.3000]",7.7 - 9.15,-0.25 - 0.8,487,BOWIRI,MIXED,DAY,bowiricommdayshs@ges.gov.gh,C,No,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
NKONYA SENIOR HIGH SCHOOL,OTI,BIAKOYE,5.9668857,-0.9929572,"LAT 5.966886 outside [7.5500, 9.3000] | LON -0.992957 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,488,NKONYA- AHENKRO,MIXED,DAY/BOARDING,nkonyashs@ges.gov.gh,C,No,11473.0,0.1,0.25,0.8684784188344717,0.4973913675337887,STABLE
NSAWORA EDUMAFA COMM. SENIOR HIGH SCHOOL,WESTERN NORTH,SEFWI AKONTOMBRA,5.4234565,-0.9611574,"LON -0.961157 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,714,NSAWORA EDUMAFA,MIXED,DAY,nsaworaedumafacommshs@ges.gov.gh,C,No,11557.0,0.1,0.25,0.8669524778375236,0.4967809911350095,STABLE
FOMENA T.I. AHMAD SENIOR HIGH SCHOOL,ASHANTI,ADANSI NORTH,5.5009936,-0.7618399,"LAT 5.500994 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,17,FOMENA,MIXED,DAY/BOARDING,t.i.ahmadiyyafomenashs@ges.gov.gh,C,No,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
ASARE BEDIAKO SENIOR HIGH SCHOOL,ASHANTI,ADANSI NORTH,5.8771706,0.3662603,"LON 0.366260 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,18,AKROKERRI,MIXED,DAY/BOARDING,asarebediakoshs@ges.gov.gh,C,No,11775.0,0.1,0.25,0.8629922976311583,0.4951969190524633,STABLE
HWIDIEM SENIOR HIGH SCHOOL,AHAFO,ASUTIFI SOUTH,5.7065864,-0.1702485,"LAT 5.706586 outside [6.4500, 8.0500] | LON -0.170248 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,8,HWIDIEM,MIXED,DAY/BOARDING,hwidiemshs@ges.gov.gh,C,No,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
ACHERENSUA SENIOR HIGH SCHOOL,AHAFO,ASUTIFI SOUTH,5.8771706,0.3662603,"LAT 5.877171 outside [6.4500, 8.0500] | LON 0.366260 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,7,ACHERENSUA,MIXED,DAY/BOARDING,acherensuashs@ges.gov.gh,C,No,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
YEJI SENIOR HIGH/TECH SCHOOL,BONO EAST,PRU,10.0272463,-0.9731496,"LAT 10.027246 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,199,YEJI,MIXED,DAY/BOARDING,yejishst@ges.gov.gh,C,No,11818.0,0.1,0.25,0.8622111611684349,0.494884464467374,STABLE
BODI SENIOR HIGH SCHOOL,WESTERN NORTH,BODI,5.9668857,-0.9929572,"LON -0.992957 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,712,BODI,MIXED,DAY,bodishs@ges.gov.gh,C,No,11834.0,0.1,0.25,0.8619205057404447,0.4947682022961779,STABLE
PEKI SENIOR HIGH/TECHNICAL SCHOOL,VOLTA,SOUTH DAYI,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,663,PEKI,MIXED,DAY/BOARDING,pekishst@ges.gov.gh,C,No,11855.0,0.1,0.25,0.8615390204912077,0.4946156081964831,STABLE
PEKI SENIOR HIGH SCHOOL,VOLTA,SOUTH DAYI,5.5950893,-0.277005,"LAT 5.595089 outside [5.6500, 8.9000]",5.8 - 8.75,-0.15 - 1.2,662,PEKI,MIXED,DAY/BOARDING,pekishs@ges.gov.gh,C,No,11855.0,0.1,0.25,0.8615390204912077,0.4946156081964831,STABLE
KPANDAI SENIOR HIGH SCHOOL,NORTHERN,KPANDI,5.8771706,0.3662603,"LAT 5.877171 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,456,KPANDAI,MIXED,DAY/BOARDING,kpandaishs@ges.gov.gh,C,No,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
KPANDO TECH. INST.,VOLTA,KPANDO,,,MISSING COORDINATES,,,650,KPANDO,MIXED,DAY/BOARDING,kpandotechinst@ges.gov.gh,C,No,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
KPANDO SENIOR HIGH SCHOOL,VOLTA,KPANDO,5.5950893,-0.277005,"LAT 5.595089 outside [5.6500, 8.9000]",5.8 - 8.75,-0.15 - 1.2,649,KPANDO,MIXED,DAY/BOARDING,kpandoshs@ges.gov.gh,C,No,12287.0,0.1,0.25,0.8536913239354745,0.4914765295741898,STABLE
WAMANAFO SENIOR HIGH/TECH SCHOOL,BONO,DORMAA EAST,10.0272463,-0.9731496,"LAT 10.027246 outside [6.8500, 8.6500] | LON -0.973150 outside [-3.1500, -1.2500]",7.0 - 8.5,-3.0 - -1.4,160,WAMANAFO,MIXED,DAY/BOARDING,wamanafoshst@ges.gov.gh,C,No,12349.0,0.1,0.25,0.8525650341520128,0.4910260136608051,STABLE
KINTAMPO SENIOR HIGH SCHOOL,BONO EAST,KINTAMPO NORTH MUNICIPAL,6.6903393,-1.5480316,"LAT 6.690339 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,192,KINTAMPO,MIXED,DAY/BOARDING,kintamposhs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
GYARKO COMM. DAY SENIOR HIGH SCHOOL,BONO EAST,TECHIMAN MUNICIPAL,5.9668857,-0.9929572,"LAT 5.966886 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,205,TECHIMAN,MIXED,DAY,gyarkocommshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
KWABRE SENIOR HIGH SCHOOL,BONO EAST,NKORANZA SOUTH,10.6593164,-1.268658,"LAT 10.659316 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,197,AKUMA,MIXED,DAY/BOARDING,kwabreshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
NEW LONGORO COMM SENIOR HIGH SCHOOL (DEGA),BONO EAST,KINTAMPO NORTH,,,MISSING COORDINATES,,,191,NEW LONGORO,MIXED,DAY,newlongorocommshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
KESSE BASAHYIA SENIOR HIGH SCHOOL,BONO EAST,TECHIMAN MUNICIPAL,5.8771706,0.3662603,"LAT 5.877171 outside [7.1500, 8.9500] | LON 0.366260 outside [-1.9500, 0.0500]",7.3 - 8.8,-1.8 - -0.1,206,TECHIMAN OFORIKROM,MIXED,DAY,kessebasahyiashs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
YEBOAH ASUAMAH SENIOR HIGH SCHOOL,BONO EAST,TECHIMAN MUNICIPAL,5.5009936,-0.7618399,"LAT 5.500994 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,209,NSUTA,MIXED,DAY,yeboahasuamahshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
TECHIMAN SENIOR HIGH SCHOOL,BONO EAST,TECHIMAN MUNICIPAL,7.2316721,-2.1751937,"LON -2.175194 outside [-1.9500, 0.0500]",7.3 - 8.8,-1.8 - -0.1,207,TECHIMAN,MIXED,DAY/BOARDING,techimanshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
NEW KROKOMPE COMM. SENIOR HIGH SCHOOL,BONO EAST,ATEBUBU-AMANTIN,6.8901817,-1.2489599,"LAT 6.890182 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,189,NEW KONKROMPE,MIXED,DAY/BOARDING,newkrokompecommshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
ATEBUBU SENIOR HIGH SCHOOL,BONO EAST,ATEBUBU-AMANTIN,5.9668857,-0.9929572,"LAT 5.966886 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,188,ATEBUBU,MIXED,DAY/BOARDING,atebubushs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
AMANTEN SENIOR HIGH SCHOOL,BONO EAST,ATEBUBU-AMANTIN,9.4226781,-0.8620235,"LAT 9.422678 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,190,AMANTEN,MIXED,DAY/BOARDING,amantenshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
KWARTENG ANKOMAH SENIOR HIGH SCHOOL,BONO EAST,TECHIMAN MUNICIPAL,7.4635891,-1.9709609,"LON -1.970961 outside [-1.9500, 0.0500]",7.3 - 8.8,-1.8 - -0.1,210,TANOSO- TECHMIAN,MIXED,DAY/BOARDING,kwartengankomahshs@ges.gov.gh,C,No,15885.032258064515,0.1161290322580645,0.2903225806451612,0.7883295985673501,0.4895253878140367,STABLE
DODI-PAPASE SENIOR HIGH/TECH SCHOOL,OTI,KADJEBI,6.8901817,-1.2489599,"LAT 6.890182 outside [7.5500, 9.3000] | LON -1.248960 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,495,DODI PAPASE,MIXED,DAY/BOARDING,dodipapaseshst@ges.gov.gh,C,No,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
KADJEBI-ASATO SENIOR HIGH SCHOOL,OTI,KADJEBI,5.8771706,0.3662603,"LAT 5.877171 outside [7.5500, 9.3000]",7.7 - 9.15,-0.25 - 0.8,496,KADJETO-ASATO,MIXED,DAY/BOARDING,kadjebiasatoshs@ges.gov.gh,C,No,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
AHAMANSU ISLAMIC SENIOR HIGH SCHOOL,OTI,KADJEBI,9.3743188,-0.8407925,"LAT 9.374319 outside [7.5500, 9.3000] | LON -0.840793 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,494,AHAMANSU,MIXED,DAY,ahamansuislamicshs@ges.gov.gh,C,No,12671.0,0.1,0.25,0.8467155936637116,0.4886862374654847,STABLE
"OLA GIRLS SENIOR HIGH SCHOOL, KENYASI",AHAFO,ASUTIFI NORTH,7.190168,0.337969,"LON 0.337969 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,6,KENYASI,FEMALE,DAY/BOARDING,olagirlsshs@ges.gov.gh,A,No,12975.0,0.1,0.25,0.8411931405318994,0.4864772562127598,STABLE
GYAMFI KUMANINI SENIOR HIGH/TECH SCHOOL,AHAFO,ASUTIFI NORTH,7.142572,-1.6406402,"LON -1.640640 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,5,WAMAHINSO,MIXED,DAY/BOARDING,gyamfikumaninishst@ges.gov.gh,C,No,12975.0,0.1,0.25,0.8411931405318994,0.4864772562127598,STABLE
JIM BOURTON MEM AGRIC. SENIOR HIGH SCHOOL,VOLTA,AFADZATO SOUTH,6.8901817,-1.2489599,"LON -1.248960 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,595,LOGBA ADZOKOE,MIXED,DAY/BOARDING,jimbourtonmemagricshs@ges.gov.gh,C,No,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
BISEASE SENIOR HIGH/COMM. SCHOOL,CENTRAL,AJUMAKO/ ENYAN/ESIAM,7.3366184,-2.304839,"LAT 7.336618 outside [4.7500, 6.3000] | LON -2.304839 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,230,BISEASE,MIXED,DAY/BOARDING,biseaseshscomshs@ges.gov.gh,C,No,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
LEKLEBI SENIOR HIGH SCHOOL,VOLTA,AFADZATO SOUTH,9.4226781,-0.8620235,"LAT 9.422678 outside [5.6500, 8.9000] | LON -0.862024 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,594,LEKLEBI,MIXED,DAY/BOARDING,leklebishs@ges.gov.gh,C,No,13149.0,0.1,0.25,0.8380322627525069,0.4852129051010028,STABLE
JEMA SENIOR HIGH SCHOOL,BONO EAST,KINTAMPO SOUTH,5.4234565,-0.9611574,"LAT 5.423457 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,193,JEMA,MIXED,DAY/BOARDING,jemashs@ges.gov.gh,C,No,13233.0,0.1,0.25,0.8365063217555588,0.4846025287022235,STABLE
BANKOMAN SENIOR HIGH SCHOOL,ASHANTI,SEKYERE KUMAWU,5.5950893,-0.277005,"LAT 5.595089 outside [5.7000, 7.7500] | LON -0.277005 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,142,BANKO,MIXED,DAY/BOARDING,bankomanshs@ges.gov.gh,C,No,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
DADEASE AGRIC SENIOR HIGH SCHOOL,ASHANTI,SEKYERE KUMAWU,5.8771706,0.3662603,"LON 0.366260 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,144,DADEASE,MIXED,DAY/BOARDING,dadeaseagricshs@ges.gov.gh,C,No,13712.0,0.1,0.25,0.8278048248801047,0.4811219299520418,STABLE
ATWEAMAN SENIOR HIGH SCHOOL,EASTERN,BIRIM CENTRAL MUNICIPAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,325,AKIM MANSO,MIXED,DAY/BOARDING,atweamanshs@ges.gov.gh,C,No,13723.0,0.1,0.25,0.8276049992733614,0.4810419997093446,STABLE
NEW ABIREM/AFOSU SENIOR HIGH SCHOOL,EASTERN,BIRIM NORTH,10.6593164,-1.268658,"LAT 10.659316 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,329,NEW ABIREM,MIXED,DAY/BOARDING,newabiremafosushs@ges.gov.gh,C,No,13776.0,0.1,0.25,0.8266422031681442,0.4806568812672577,STABLE
NKENKANSU COMMUNITY SENIOR HIGH SCHOOL,ASHANTI,OFFINSO NORTH,7.993766,-0.326021,"LAT 7.993766 outside [5.7000, 7.7500] | LON -0.326021 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,132,NKENKANSU,MIXED,DAY/BOARDING,nkenkansucommshs@ges.gov.gh,C,No,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
WIAFE AKENTEN PRESBY SENIOR HIGH SCHOOL,ASHANTI,OFFINSO NORTH,9.3953646,-0.8216087,"LAT 9.395365 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,130,AFRANCHO,MIXED,DAY,wiafeakentenpresbyshs@ges.gov.gh,C,No,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
ASUOSO COMM. SENIOR HIGH SCHOOL,ASHANTI,OFFINSO NORTH,7.993766,-0.326021,"LAT 7.993766 outside [5.7000, 7.7500] | LON -0.326021 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,133,ASUOSO,MIXED,DAY,asuosocommshs@ges.gov.gh,C,No,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
AKUMADAN SENIOR HIGH SCHOOL,ASHANTI,OFFINSO NORTH,5.8771706,0.3662603,"LON 0.366260 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,131,AKUMADAN,MIXED,DAY/BOARDING,akumadanshs@ges.gov.gh,C,No,14051.0,0.1,0.25,0.821646562999564,0.4786586251998256,STABLE
OTI BOATENG SENIOR HIGH SCHOOL,EASTERN,NEW JUABEN MUNICIPAL,10.6593164,-1.268658,"LAT 10.659316 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,375,ADA/KOFORIDUA,MIXED,DAY/BOARDING,otiboatengshs@ges.gov.gh,C,No,16272.79120879121,0.1098901098901098,0.2747252747252746,0.7812855833310709,0.4773493981675931,STABLE
ATTAFUAH SENIOR HIGH/TECH SCHOOL,EASTERN,BIRIM CENTRAL MUNICIPAL,10.0272463,-0.9731496,"LAT 10.027246 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,324,AKIM ODA,MIXED,DAY/BOARDING,attafuahshst@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
